title,price,location,Mileage,Drivetrain,Exterior color,Interior color,Fuel Consumption,Fuel type,Battery charge time,Battery range,Make:,Model:,Year:,Trim:,Body type:,Exterior colour:,Interior colour:,Mileage:,Condition:,VIN:,Stock number:,Combined gas mileage:,City gas mileage:,Highway gas mileage:,Fuel type:,Battery capacity:,Battery charge time (240V):,Battery range:,Transmission:,Drivetrain:,NHTSA overall safety rating:,NHTSA frontal crash rating:,NHTSA side crash rating:,NHTSA rollover rating:,Doors:,Front legroom:,Back legroom:,Cargo volume:,Transmission,Dealer:,Backup camera,Battery charge time (120V):,Cabin size:,Bed length:,Safety rating,Alloy wheels,Bluetooth
2019 Tesla Model 3 Standard RWD,"$23,990","Etobicoke, ON","136,000",Rear-Wheel Drive,Red,,1.9 L/100km,Electric,10 hr,354 km,Tesla,Model 3,2019.0,Standard RWD,Sedan,Red,,"136,000 km",Used,5YJ3E1EA8KF432054,38759,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,354 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$48,973","Strathmore, AB • Home delivery available","53,312",All-Wheel Drive,Blue,,,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Blue,,"53,312 km",Used,7SAYGDEE2NF368363,68363T,,,,Electric,75 kWh,10 hr,531 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$29,888","Concord, ON","85,895",Rear-Wheel Drive,Gray,White,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,Gray,White,"85,895 km",Used,5YJ3E1EA2LF786668,4983,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2019 Tesla Model 3 Long Range RWD,"$19,999","Halton Hills, ON","220,586",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2019.0,Long Range RWD,Sedan,White,,"220,586 km",Used,5YJ3E1EA6KF328534,328534,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3,"$32,800","London, ON","74,000",,White,,,Electric,,,Tesla,Model 3,2020.0,,,White,,"74,000 km",Used,5YJ3E1EA6LF786463,U0211,,,,Electric,,,,Automatic,,,,,,,,,,Automatic,,,,,,,,
2016 Tesla Model S 90D AWD,"$59,500","Coquitlam, BC","36,900",All-Wheel Drive,Gray,,2.255 L/100km,Electric,12 hr,473 km,Tesla,Model S,2016.0,90D AWD,Sedan,Gray,,"36,900 km",Used,5YJSA1E22GF141945,141945,2.3 L/100km,2.3 L/100km,2.2 L/100km,Electric,90 kWh,12 hr,473 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,Automatic,,,,,,,,
2020 Tesla Model 3,"$26,800","London, ON","146,000",,White,,,Electric,,,Tesla,Model 3,2020.0,,,White,,"146,000 km",Used,5YJ3E1EA9LF715466,U0218,,,,Electric,,,,Automatic,,,,,,,,,,Automatic,,,,,,,,
2019 Tesla Model 3 Long Range AWD,"$34,988","Calgary, AB","106,079",All-Wheel Drive,Blue,Black,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2019.0,Long Range AWD,Sedan,Blue,Black,"106,079 km",Used,5YJ3E1EB8KF415148,CCC15148,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$33,995","Abbotsford, BC","62,452",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,White,,"62,452 km",Used,5YJ3E1EA2KF416593,MMA6593,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$29,900","Duncan, BC","90,484",All-Wheel Drive,White,Black,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,White,Black,"90,484 km",Used,5YJ3E1EA5LF642855,BI4910,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Long Range AWD,"$33,539","Burlington, ON","119,130",All-Wheel Drive,,,,Electric,10 hr,568 km,Tesla,Model 3,2021.0,Long Range AWD,Sedan,,,"119,130 km",Used,5YJ3E1EB7MF924134,24FF5971A,,,,Electric,82 kWh,10 hr,568 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2023 Tesla Model 3 RWD,"$39,888","Toronto, ON • Home delivery available","27,000",Rear-Wheel Drive,White,White,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,White,White,"27,000 km",Used,5YJ3E1EA3PF480729,2904,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$37,888","Surrey, BC","35,692",Rear-Wheel Drive,White,,,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,,"35,692 km",Used,5YJ3E1EA7LF808745,19213,,,,Electric,50 kWh,10 hr,402 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$44,988","Victoriaville, QC","51,000",All-Wheel Drive,Charbon,,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Charbon,,"51,000 km",Used,5YJ3E1EBXNF319817,37431085-E,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2023 Tesla Model X Standard Range AWD,"$97,890","North York, ON","15,000",All-Wheel Drive,Black,,2.29 L/100km,Electric,14 hr,560 km,Tesla,Model X,2023.0,Standard Range AWD,Sedan,Black,,"15,000 km",Used,7SAXCAE5XPF384254,384254,2.3 L/100km,2.2 L/100km,2.4 L/100km,Electric,100 kWh,14 hr,560 km,Automatic,All-Wheel Drive,,,,,4 doors,1044 mm,983 mm,1231 L,Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$23,800","London, ON","187,000",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,White,,"187,000 km",Used,5YJ3E1EA5KF414451,U0212,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2018 Tesla Model 3 Long Range AWD,"$30,888","Toronto, ON • Home delivery available","64,000",All-Wheel Drive,Black,Black,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2018.0,Long Range AWD,Sedan,Black,Black,"64,000 km",Used,5YJ3E1EB8JF109632,2851,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$32,995","Mississauga, ON","70,639",Rear-Wheel Drive,White,Black,,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,Black,"70,639 km",Used,5YJ3E1EA5MF838411,W4333,,,,Electric,50 kWh,10 hr,430 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$40,888","Toronto, ON • Home delivery available","79,900",All-Wheel Drive,Red,Black,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Red,Black,"79,900 km",Used,5YJ3E1EBXNF106897,2763,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$40,888","North York, ON","80,079",All-Wheel Drive,Gray (Dark Grey),White,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Gray (Dark Grey),White,"80,079 km",Used,5YJ3E1EB2NF319228,22895,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2018 Tesla Model X 100D AWD,"$55,000","Coquitlam, BC","157,078",All-Wheel Drive,Blue,,2.655 L/100km,Electric,12 hr,475 km,Tesla,Model X,2018.0,100D AWD,SUV / Crossover,Blue,,"157,078 km",Used,5YJXCBE27JF108128,108128,2.7 L/100km,2.7 L/100km,2.6 L/100km,Electric,100 kWh,12 hr,475 km,Automatic,All-Wheel Drive,,,,,4 doors,1046 mm,975 mm,736 L,Automatic,,,,,,,,
2023 Tesla Model Y RWD,"$40,990","Etobicoke, ON","66,019",Rear-Wheel Drive,Black,Black,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Black,Black,"66,019 km",Used,LRWYGDFD5PC913407,37945,,,,Electric,67.6 kWh,9.4 hr,418 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$30,995","Laval, QC • Home delivery available","94,487",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,,"94,487 km",Used,5YJ3E1EA6MF057414,2831,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2018 Tesla Model 3 Long Range AWD,"$30,988","Calgary, AB","140,599",All-Wheel Drive,,,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2018.0,Long Range AWD,Sedan,,,"140,599 km",Used,5YJ3E1EB3JF109618,109618,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2023 Tesla Model Y RWD,"$49,700","Surrey, BC","12,401",Rear-Wheel Drive,Gray,,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Gray,,"12,401 km",Used,LRWYGDFD4PC227052,R355784AA,,,,Electric,67.6 kWh,9.4 hr,418 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2015 Tesla Model S 85D AWD,"$29,995","Richmond Hill, ON","136,000",All-Wheel Drive,White,Black,2.365 L/100km,Electric,12 hr,435 km,Tesla,Model S,2015.0,85D AWD,Sedan,White,Black,"136,000 km",Used,5YJSA1H28FFP78798,2023-02-01,2.4 L/100km,2.5 L/100km,2.2 L/100km,Electric,85 kWh,12 hr,435 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,Rust Check Richmond Hill,,,,,,,
2022 Tesla Model Y Long Range AWD,"$59,950","North Vancouver, BC","28,000",All-Wheel Drive,Red,,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Red,,"28,000 km",Used,7SAYGDEE7NF390908,6320,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2013 Tesla Model S Performance RWD,"$27,977","Oakville, ON","86,185",Rear-Wheel Drive,,,2.655 L/100km,Electric,12 hr,407 km,Tesla,Model S,2013.0,Performance RWD,Sedan,,,"86,185 km",Used,5YJSA1DP6DFP05539,,2.7 L/100km,2.7 L/100km,2.6 L/100km,Electric,40 kWh,12 hr,407 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$27,995","Toronto, ON","131,000",Rear-Wheel Drive,Blue,,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,Blue,,"131,000 km",Used,5YJ3E1EA9LF734261,F734261,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$43,900","Surrey, BC","5,000",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,White,,"5,000 km",Used,5YJ3E1EA7NF245764,D22-079,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$49,988","Burlington, ON • Home delivery available","76,341",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Black,,"76,341 km",Used,7SAYGDEE7NF383005,75,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$40,997","Langley, BC","38,759",Rear-Wheel Drive,,,,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,,,"38,759 km",Used,5YJ3E1EA4NF202161,PA9791,,,,Electric,60 kWh,10 hr,430 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,1-Speed Automatic,,,,,,,,
2021 Tesla Model X Long Range Plus AWD,"$76,800","North York, ON","66,000",All-Wheel Drive,White,,2.245 L/100km,Electric,12 hr,565 km,Tesla,Model X,2021.0,Long Range Plus AWD,SUV / Crossover,White,,"66,000 km",Used,5YJXCBE27MF315820,315820,2.2 L/100km,2.2 L/100km,2.3 L/100km,Electric,100 kWh,12 hr,565 km,Automatic,All-Wheel Drive,,,,,4 doors,1046 mm,975 mm,543 L,Automatic,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$34,995","Longueuil, QC • Home delivery available","74,920",All-Wheel Drive,White,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,White,,"74,920 km",Used,5YJ3E1EB1LF626774,TES626774,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$29,500","Winnipeg, MB • Home delivery available","162,654",Rear-Wheel Drive,Black[Solid Black],Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,Black[Solid Black],Black,"162,654 km",Used,5YJ3E1EA7LF798301,24195,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2018 Tesla Model 3 Performance AWD,"$30,998","Carignan, QC • Home delivery available","38,548",All-Wheel Drive,Black,Black,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2018.0,Performance AWD,Sedan,Black,Black,"38,548 km",Used,5YJ3E1EBXJF106716,613790,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$36,888","Burnaby, BC","69,128",Rear-Wheel Drive,Black,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,Black,Black,"69,128 km",Used,5YJ3E1EA7MF058345,PBE8345,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2018 Tesla Model 3 Long Range AWD,"$33,995","Ottawa, ON","76,650",All-Wheel Drive,Gray,,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2018.0,Long Range AWD,Sedan,Gray,,"76,650 km",Used,5YJ3E1EB4JF107795,T9261,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2023 Tesla Model 3 RWD,"$35,990","Scarborough, ON • Home delivery available","73,511",Rear-Wheel Drive,Black,Black,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,Black,Black,"73,511 km",Used,LRW3E1FA7PC920816,2TLZX1,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$33,999","Mississauga, ON","74,700",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,Black,,"74,700 km",Used,5YJ3E1EB1LF789246,4C92F6,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
